0 1
0 2
0 3
0 4
0 5
0 6
0 7
0 8
0 9
0 10
0 12
0 13
0 14
0 15
0 16
0 17
0 18
0 19
0 20
0 21
0 22
0 23
0 24
0 26
0 27
0 28
0 29
0 30
0 31
0 32
0 33
0 34
0 35
0 36
0 37
0 38
0 39
0 40
0 41
0 42
0 43
0 44
0 45
0 46
0 47
0 48
0 49
0 50
0 51
0 52
0 53
0 54
0 55
0 56
0 57
0 58
0 59
0 60
0 62
0 64
0 65
0 66
0 70
0 72
0 76
0 77
0 78
0 79
0 80
0 93
0 95
1 2
1 3
1 4
1 5
1 6
1 7
1 8
1 9
1 14
1 15
1 16
1 17
1 18
1 19
1 20
1 21
1 22
1 23
1 24
1 25
1 26
1 27
1 28
1 29
1 30
1 31
1 32
1 33
1 34
1 35
1 39
1 40
1 41
1 42
1 43
1 44
1 45
1 46
1 47
1 48
1 49
1 50
1 51
1 52
1 53
1 54
1 55
1 56
1 57
1 59
1 60
1 65
2 3
2 4
2 5
2 6
2 7
2 8
2 9
2 10
2 12
2 13
2 14
2 15
2 16
2 17
2 18
2 19
2 20
2 22
2 23
2 24
2 27
2 28
2 29
2 30
2 31
2 32
2 34
2 35
2 36
2 39
2 40
2 41
2 42
2 43
2 44
2 45
2 46
2 47
2 48
2 49
2 50
2 52
2 53
2 54
2 55
2 56
2 57
2 58
2 60
2 61
2 62
2 64
2 65
2 66
2 70
2 76
2 81
2 82
2 83
2 84
2 87
2 89
2 90
2 91
2 94
2 95
3 4
3 5
3 6
3 7
3 8
3 9
3 12
3 13
3 14
3 15
3 16
3 17
3 18
3 19
3 20
3 21
3 22
3 23
3 24
3 26
3 27
3 28
3 29
3 30
3 31
3 32
3 34
3 35
3 36
3 39
3 40
3 41
3 42
3 43
3 44
3 45
3 46
3 47
3 49
3 50
3 51
3 52
3 53
3 54
3 55
3 56
3 57
3 58
3 60
3 62
3 64
3 65
3 66
3 69
3 70
3 76
3 81
3 82
3 83
3 84
3 85
3 86
3 87
3 89
3 90
3 91
3 95
4 5
4 6
4 7
4 8
4 9
4 14
4 15
4 16
4 17
4 20
4 21
4 22
4 23
4 27
4 29
4 31
4 32
4 34
4 36
4 38
4 39
4 40
4 41
4 42
4 43
4 44
4 45
4 46
4 49
4 50
4 52
4 53
4 54
4 56
4 57
4 58
4 60
4 65
4 69
4 70
4 77
4 79
4 80
4 81
4 82
4 83
4 84
4 85
4 95
5 6
5 7
5 8
5 9
5 14
5 15
5 16
5 17
5 18
5 19
5 20
5 22
5 23
5 27
5 31
5 32
5 34
5 36
5 39
5 41
5 42
5 43
5 44
5 45
5 46
5 47
5 50
5 52
5 53
5 54
5 56
5 57
5 65
5 66
5 67
5 69
5 70
5 75
5 76
5 77
5 78
5 79
5 80
5 81
5 82
5 83
5 84
5 85
5 87
5 88
5 89
5 90
5 91
5 92
5 95
6 23
6 27
6 39
6 44
7 8
7 14
7 15
7 16
7 20
7 21
7 23
7 29
7 31
7 34
7 39
7 40
7 41
7 42
7 44
7 45
7 46
7 47
7 49
7 56
7 57
7 58
7 60
7 65
8 14
8 15
8 16
8 17
8 20
8 22
8 23
8 29
8 33
8 34
8 36
8 39
8 40
8 41
8 42
8 43
8 44
8 45
8 46
8 47
8 49
8 56
8 57
8 58
8 60
8 65
8 81
8 82
8 87
8 94
9 10
9 11
9 14
9 15
9 16
9 20
9 21
9 22
9 23
9 39
9 40
9 41
9 45
9 49
9 50
9 51
9 53
9 56
9 57
9 58
9 59
9 60
9 65
9 93
10 14
10 20
10 22
10 42
10 45
10 46
10 52
12 13
12 14
12 15
12 29
12 30
12 31
12 32
12 43
12 44
12 56
12 57
13 14
13 15
13 18
13 24
13 28
13 30
13 31
13 32
13 56
13 57
14 15
14 16
14 17
14 18
14 20
14 22
14 23
14 24
14 27
14 29
14 30
14 31
14 35
14 36
14 39
14 40
14 41
14 42
14 43
14 44
14 45
14 47
14 49
14 51
14 53
14 54
14 56
14 57
14 60
14 65
14 70
15 16
15 17
15 18
15 20
15 22
15 23
15 29
15 30
15 31
15 32
15 34
15 35
15 41
15 43
15 44
15 45
15 46
15 51
15 54
15 57
15 60
15 62
15 64
16 17
16 18
16 20
16 21
16 22
16 23
16 24
16 27
16 28
16 29
16 35
16 39
16 40
16 41
16 43
16 44
16 45
16 46
16 47
16 50
16 53
16 54
16 55
16 56
16 57
16 58
16 59
16 60
16 65
16 93
17 18
17 19
17 20
17 22
17 23
17 24
17 27
17 28
17 29
17 31
17 34
17 35
17 41
17 43
17 44
17 46
17 54
17 57
17 60
17 61
18 19
18 20
18 21
18 23
18 24
18 26
18 27
18 28
18 29
18 30
18 31
18 32
18 33
18 35
18 39
18 44
18 49
18 54
18 57
19 20
19 23
19 27
19 31
19 32
19 41
19 43
19 57
20 21
20 22
20 23
20 24
20 26
20 27
20 28
20 29
20 30
20 31
20 32
20 34
20 39
20 40
20 41
20 44
20 45
20 46
20 47
20 49
20 50
20 51
20 52
20 56
20 57
20 58
20 60
20 93
21 22
21 31
21 39
21 56
21 58
21 93
22 23
22 27
22 31
22 33
22 38
22 39
22 40
22 41
22 49
22 50
22 51
22 53
22 56
22 57
22 58
22 59
22 60
22 65
22 93
23 24
23 26
23 27
23 28
23 29
23 30
23 31
23 32
23 36
23 39
23 40
23 41
23 42
23 44
23 45
23 46
23 47
23 48
23 49
23 50
23 51
23 52
23 53
23 54
23 56
23 57
23 60
23 61
23 62
23 63
23 64
23 65
23 95
24 25
24 26
24 27
24 28
24 29
24 30
24 31
24 32
24 39
24 41
24 44
24 49
24 57
24 61
24 93
25 26
25 27
25 28
25 29
25 32
26 27
26 28
26 29
26 30
26 31
26 32
26 33
26 39
26 46
26 93
27 28
27 29
27 30
27 31
27 32
27 33
27 39
27 41
27 42
27 43
27 44
27 45
27 47
27 49
27 56
27 57
27 61
27 62
27 63
27 64
27 93
28 29
28 30
28 31
28 32
28 33
28 43
28 44
28 46
28 57
28 61
28 62
28 63
28 64
29 30
29 31
29 32
29 39
29 41
29 43
29 44
29 49
29 55
29 57
29 61
30 31
30 32
30 39
30 41
30 44
30 55
30 93
31 32
31 33
31 41
31 42
31 43
31 44
31 45
31 46
31 47
32 33
32 41
32 42
32 43
32 44
32 45
32 46
32 47
33 41
33 45
33 46
33 47
33 49
34 35
34 36
34 39
34 40
34 41
34 44
34 46
34 52
34 56
34 57
34 60
34 92
35 36
35 41
35 44
35 50
35 54
35 57
36 39
36 40
36 43
36 44
36 94
37 38
37 39
37 40
37 60
38 39
38 40
38 60
39 40
39 41
39 43
39 44
39 46
39 49
39 50
39 53
39 56
39 57
39 60
39 65
39 70
39 78
39 80
39 95
40 49
40 50
40 56
40 57
40 60
41 42
41 43
41 44
41 45
41 46
41 47
41 48
41 49
41 50
41 51
41 52
41 55
41 56
41 57
41 60
41 61
41 65
41 66
41 70
41 77
41 89
41 90
42 45
42 46
42 47
42 48
42 57
42 66
42 70
43 44
43 45
43 46
43 47
43 48
